date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:31:37	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202013%2017:53:19%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox-y.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox-y.png	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:37	70/70	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202013%2017:53:19%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancy_title_over.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancy_title_over.png	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:40	81243/81243	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:34%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_close.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_close.90.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:42	81249/81249	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:37%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_nav_left.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_nav_left.91.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:45	81251/81251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:40%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_nav_right.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_nav_right.92.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:47	81251/81251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:42%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_title_over.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_title_over.93.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:50	81251/81251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:44%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_title_left.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_title_left.94.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:51	81251/81251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:47%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_title_main.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_title_main.95.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:54	81255/81255	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:49%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_title_right.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_title_right.96.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:56	81247/81247	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:51%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_loading.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_loading.97.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:31:57	81247/81247	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:53%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_n.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_n.98.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:32:00	81249/81249	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:55%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_ne.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_ne.99.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:32:02	81247/81247	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:57%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_e.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_e.9a.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:32:03	81249/81249	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:31:59%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_se.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_se.9b.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:32:05	81243/81243	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:32:00%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_s.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_s.9c.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:32:07	81251/81251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:32:02%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_sw.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_sw.9d.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:32:09	81249/81249	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:32:04%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_w.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_w.9e.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:32:11	81249/81249	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Apr%202015%2004:32:06%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_nw.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/js/fancybox/fancybox/fancy_shadow_nw.9f.delayed	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
23:32:24	1230708/1230708	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202013%2017:48:13%20GMT	http://www.inkaterra.com/wp-content/themes/inkaterra/images/background/bg-header-hc.png	C:/Users/User/Desktop/de/1/ninja/fotos/www.inkaterra.com/wp-content/themes/inkaterra/images/background/bg-header-hc.png	(from http://www.inkaterra.com/nature_conservations/nature-resources/field-guides/reserva-amazonica/)
